genes	uniprot
B9J09_RS11630	B9J09_RS11630
B9J09_RS11635	B9J09_RS11635
B9J09_RS11640	B9J09_RS11640
B9J09_RS11645	B9J09_RS11645
B9J09_RS13190	B9J09_RS13190
B9J09_RS13380	B9J09_RS13380
B9J09_RS11660	B9J09_RS11660
B9J09_RS11670	B9J09_RS11670
B9J09_RS12730	B9J09_RS12730
B9J09_RS11680	B9J09_RS11680
B9J09_RS11685	B9J09_RS11685
B9J09_RS11690	B9J09_RS11690
B9J09_RS11695	B9J09_RS11695
B9J09_RS11700	B9J09_RS11700
B9J09_RS12490	B9J09_RS12490
B9J09_RS11710	B9J09_RS11710
B9J09_RS12495	B9J09_RS12495
B9J09_RS11715	B9J09_RS11715
B9J09_RS11720	B9J09_RS11720
B9J09_RS11725	B9J09_RS11725
B9J09_RS11730	B9J09_RS11730
B9J09_RS11745	B9J09_RS11745
B9J09_RS12500	B9J09_RS12500
B9J09_RS11755	B9J09_RS11755
B9J09_RS11760	B9J09_RS11760
B9J09_RS11765	B9J09_RS11765
B9J09_RS11770	B9J09_RS11770
B9J09_RS13195	B9J09_RS13195
B9J09_RS13200	B9J09_RS13200
B9J09_RS13205	B9J09_RS13205
B9J09_RS11780	B9J09_RS11780
B9J09_RS13385	B9J09_RS13385
B9J09_RS11810	B9J09_RS11810
B9J09_RS11815	B9J09_RS11815
B9J09_RS11820	B9J09_RS11820
B9J09_RS11825	B9J09_RS11825
B9J09_RS11830	B9J09_RS11830
B9J09_RS11840	B9J09_RS11840
B9J09_RS11845	B9J09_RS11845
B9J09_RS11850	B9J09_RS11850
B9J09_RS11860	B9J09_RS11860
B9J09_RS11870	B9J09_RS11870
B9J09_RS12505	B9J09_RS12505
B9J09_RS11885	B9J09_RS11885
B9J09_RS11890	B9J09_RS11890
B9J09_RS11895	B9J09_RS11895
B9J09_RS11900	B9J09_RS11900
B9J09_RS11905	B9J09_RS11905
